school,village,grade,no,stage,hear talk,gender,number of owls seen,what owls eat,home,where build nest,attitude to owls,like nesting in roof,how many different types of owls have you seen near your home?,afraid of owls,what did when last saw owl,what do if owl lands on the roof ,would put nest box in yard,what do you associate owls with?,what do you believe is going to happen if  an owl lands on the roof of your home?,"what problem, if any, do rats and mice cause for you and your family?","what problem, if any, do rats and mice cause for you and your family? 2",what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,"what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?"
Tshinavhe Secondary School,Vyeboom,11 and 12,65,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,associate with the witch craft ,owl can make noise night children will be scared,eating cloth. Eating food. Destroy furniture,,,,,,,,,,,,,,,,,,,,,,
Tshinavhe Secondary School,Vyeboom,11 and 12,66,1 prior,not applicable,female,one,rats and mice,yes,in a cavity in a tree,3 - like,no,two,1 - not afraid,1 - nothing,1 - nothing,yes,sometimes people take owls as for witchcraft. But owls are natural birds and owls help people against rets ,,the owl is going to make move noise and more rubbish on the roof,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,1,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,1 - not like,no,two,1 - not afraid,1 - nothing,4 - try and kill the owl,no,I witch a bad of people. I witch a bad of satan. I witchcraft of died,I believe try and kill the owl. I believe run away . I believe nothing,problem are eat clothes. Problem are eat rules. Problem are eat food. Problem are sitting in a house . Problem are sitting all wise. Problem are eat shouse ,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,2,1 prior,not applicable,female,one,rats and mice,yes,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,I associate the owl with witchcraft . I associate the owl with thing that can kill us. I associate the owl with bad spirits. ,I believe that the owl has sent by the witch. I believe that one of the family members is going to die. I believe someone is going to get sick. It is seaching for food,eat our clothes .eat our food . Eat our furniture . Eat up our furniture. Eat up our schoolbag. Rats and mice eat our school books. It ruin many our tapeawares,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,3,1 prior,not applicable,male,four,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,1 - nothing,4 - try and kill the owl,no,I witchcraft. I witch a bad of people. I witch a bad of good,I kill you. I believe and kill you. I died,eat clothes. Eat food. Eat shouse,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,4,1 prior,not applicable,male,four,rats and mice,no,in a cavity in a tree,1 - not like,no,four,2 - very afraid,1 - nothing,3 - chase the owl away,yes,with witch of people of satan. With evil sprit .it is a bad of satan,someone she die. It bring the bad news,problem of it our clothes. Eat our legs. Eat our shoes .eat our books,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,5,1 prior,not applicable,male,four,rats and mice,no,in a cavity in a tree,1 - not like,no,three,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,with a which a satan. With a bad a davels. With a bad satan,someone was die,eat our shoes .eat our tomato. ,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,6,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate with witchcraft. Associate with the thing that are natural. Associate with evil. Associate with sprits,believe that has been bring with witchcraft. Believe that evil want to destab. Believe that owl saw a snake. Believe that god want us to know owl,eat our clothe. Eat our food . Eat our furniture. Eat our books. Eat our shoes. Eat our bags. Eat our box,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,7,1 prior,not applicable,female,four,rats and mice,no,in a cavity in a tree,1 - not like,no,three,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,I associate owls with witch and evil because the witch use them to fly it is a bird of witch,they are evil I believe that the owls will poses as and we will die so soon or we will sick long time,eat clothes. Eat food. Eat our bad. When you eat and when you finish to eat you dont wash you hands they will eat you . They stive a cheeses in a frige,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,8,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate owls with good things. I associate owls with bad things. I associate associate owl witch can hormfull,I can believe that someone can be died or be sick. Someone can pass at school or owl see a snake or raters,ear our clothes. Eat our penuts. Eat our books. Eat our furniture of house. Can live at tree,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,9,1 prior,not applicable,female,four,rats and mice,no,in a cavity in a tree,2 - no feeling,no,four,2 - very afraid,2 - run away,3 - chase the owl away,no,I will associate owls with evil things because some of owls are evil. Some of them are used of to do thicks of bad things,I believe some one will be dead at home will the owl will give bad word of my family .i will believe the owl want to eat rats at home,eat clothes .eat food. Want to bring the cat at home. Eat shoes . Eat books of school. Live at the roof of home because cat will eat them,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,10,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,three,2 - very afraid,3 - try and kill the owl,1 - nothing,no,associate owls are witchcraft,they are evil. I believe that when the land on top the roof someone dies and a family or is coming to eat rats and snakes,they eat our clothes. They eat food when you put on the table . They run thing at house,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,11,1 prior,not applicable,male,one,rats and mice,no,in a cavity in a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,4 - try and kill the owl,no,with a satan. Think was can hamful. With killing people. With killing snake,killing one of familly. The killing father. The eating grass.,eating clothes. Eating furniture. Eating shoes. Eating grass,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,12,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,one day I come home I saw some owls in the pole near the fance this owls is a witch craft in the top pole and me I try to kill this owl,I believe god say someone dont be shell I am here with you all time all day and someone will be come scary and this owl is try to get some rats and mice in the top of the roof ,in my family problems came in my grandmother. Eat some mice rats in the village. There no mouse in the village . African has no mouse in this area,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,13,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,no,I associate with bad thing. Is bad in satan. Can come with evil thing,is coming to kill us. Is coming with bad thing . Someone in our home can die,problem is rats and mice can eat our cloth. Is can eat our food . Is eat our shoes . Eat our books,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,14,1 prior,not applicable,male,two,rats and mice,no,in the roof of a house,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,"the owls with to space , if you need more space use the of the do to sheed it is the witchcraft and satan",what do you believe is going to happen if an owl. The owl I come to the kill other people in me house and family,eat the clothing and shoes. Eat other wood something like a door and table. The rat and mice eat food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,15,1 prior,not applicable,male,two,rats and mice,no,in the roof of a house,2 - no feeling,no,three,1 - not afraid,1 - nothing,2 - run away,no,the owls even thing to is a bed to satan day we can kill believe to data Sheet it will become to killus,you believe to kill us my owl you become to eat rats my owl became to satan my family you will kill  us my owl,rats eat my clothing and vegetable in your home and you running away in the roof of a house .mice it is in away and you kill becouse yo kill mice of satan,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,16,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,the owl I think is live a witchcraft . The owl one day is can kill another people because the owl is working with wich,I think the owls is coming to kill one person in my family or is coming to eat something like snake and rats or owl is saw the snake or rats its want to eat,can eat our cloth. Can eat our food. Can bits us. The rat can do rubbish inside of house,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,17,1 prior,not applicable,male,one,rats and mice,yes,in the branches of a tree,1 - not like,no,none,3 - terrified,1 - nothing,1 - nothing,no,I associate with things of satan. I associate with bad animals. I associate like the rats,I believe that is coming to kill the rats. I believe that when owl is other look to kill the snake,the eat our food. The eat our cloth. The like to kill owls,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,18,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,yes,associate with witchcraft . Things that can harm you. Is a bad of god,it bring a bad news. I believe that owl want to eat snake . I believe that owl want to kill one of our member,eat our cloth. Eat some food. They eat blanket . Eat contain,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,19,1 prior,not applicable,male,one,nectar,yes,in a roof of a house,2 - no feeling,yes,one,2 - very afraid,2 - run away,3 - chase the owl away,no,the will that associate satan. I good you want that people satan are big boy you are animals. Satan you are sheel your space,that your people fema. I my new big girl. Bad you are people that your father. God girl you are people you are my father,that you problems that you home,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,20,1 prior,not applicable,female,none,rats and mice,no,in the branches of a tree,2 - no feeling,no,none,1 - not afraid,1 - nothing,3 - chase the owl away,no,what  do you owl as the god. It must ware people satan. In ware do bad of god. In home back ware harful ,it ware home to going to someone. It to home to kill my family .in ware your bad things .it same people to die. ,must eat any need use the roof. My family something it die. People someone eat the snake,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,21,1 prior,not applicable,female,none,rats and mice,no,in the branches of a tree,1 - not like,no,none,2 - very afraid,2 - run away,3 - chase the owl away,yes,I can going to killing you . ,I am going to died on people . It is the bad coming use. It is going to the killing you. I an harmfull,it is going to the sleeping. It is diging the windrop,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,22,1 prior,not applicable,male,none,rats and mice,no,in the branches of a tree,2 - no feeling,no,none,2 - very afraid,2 - run away,4 - try and kill the owl,no,please write your witchcraft space. I hat do you associate please data she. The back of the data owls white your. ,I our answer below if back hour please. Mice write your on the roof of your I or is miter an owl lands on . So me body yat home will die,eat food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,23,1 prior,not applicable,female,none,rats and mice,no,in a cavity in a tree,2 - no feeling,no,none,1 - not afraid,1 - nothing,3 - chase the owl away,no,I associate owls with good . I associate owl with a god. I associate owls with witchcraft. It is a owls of god,we go to sake in family. May day come to eat rats. May day come to see something,we eat our cloth. We make noise,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,24,1 prior,not applicable,female,none,rats and mice,no,in the branches of a tree,2 - no feeling,no,none,2 - very afraid,2 - run away,4 - try and kill the owl,no,a bad things. The divil things because it was kill us. The witchcraft because it will hurm us . I is the owl of satan,a rats it can be die. A rats was be scard,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,25,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,3 - try and kill the owl,3 - chase the owl away,no,I associate owls with bad things. I associate owls with a witch. I associate with a things. I associate owls with satan,its will  be from the witch. It is coming to hum us. It is coming to kill us,eat our clothe. Eat our legs. Eat our food. Make a noise,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,26,1 prior,not applicable,female,four,rats and mice,no,in a cavity in a tree,1 - not like,no,one,1 - not afraid,1 - nothing,4 - try and kill the owl,no,you kill you. If was a satan. To kill you,,to eat cloth . Eat food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,27,1 prior,not applicable,female,two,rats and mice,no,in a roof of a house,1 - not like,no,two,2 - very afraid,2 - run away,2 - run away,no,I associate with bad thing. I associate with a killer. Associate with witchcraft. Sometimes is a big bird of people who are witch,it will witched us. It bring bad news because it is evil. It will never go forward with our future ,eat clothes. Its make dirty in our things. Waste our food at home . They are such a piece of rubish ,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,28,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate owl with witch craft. I associate owls with satan. ,someone will die. I thing someone set it. Maybe be want to eat rats,I dont link rats. She eat my cloth . She eat willdrop. I sick if I si it,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,29,1 prior,not applicable,female,three,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,a owls is a satan. The owls is a things in tonate . It is a harmful a owl is a sitizen,a people a was a sleep. A man is a kill a owls. A bad a was not a good,eating our food. Eating our books. Eating our bed,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,30,1 prior,not applicable,male,one,rats and mice,no,in the roof of a house,2 - no feeling,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,associate owls with bad thing . And when I found it at night it can harm me and it like witch to me because it walk or fly at night,"I believe that when on land on the roof of my home, somebody who is part of my family will die and at me it looks like a satan","it eat our clothes .it eat our food when we sleep. It can make hole at the house . It can eat wire of fridge, car and tv",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,31,1 prior,not applicable,female,none,rats and mice,no,in a cavity in a tree,1 - not like,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate of the bad thing. I associate of the thing of bad satan. It bad of people in your life . I associate like witch,I believe to will the same one else of them he or she are dead them. I am not believe this owl. The owl are come the chemicals. I will make sore there owl dont come at home,eat food at home. Eat clothes. Cat tolk. Eat everything them,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,32,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,3 - terrified,1 - nothing,3 - chase the owl away,yes,I associate it with bad thing. I associate it with afraid of people . I associate it with harmful,it going to make noise. It is going to toll other owls. It will eat rats and mice. It will hunt the roof,eat food . Eat clothes. Eat the willdrop. Eat bed. Eat nuts. Eat the furniture. The will get us steill.,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,33,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,4 - try and kill the owl,yes,I see he was egle in bad. It is bad people . It is witch in her people. It is a bad satan,I believe a witch. It killing my family. It killing or eat nuts. It see a rats or mice,eat clothes. It can drain widrop . It can be drain my house ,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,34,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,three,2 - very afraid,1 - nothing,3 - chase the owl away,no,I will associate like a witchcraft. I will associate like a evilspirit. It is a bad of people. It will harmful people in the family,I believe that the people at school will pass. I believe that will come with a good news. I believe that is coming to her children,it can eat clothes. Eat food and vegetables .it can eat wood of willdrop. It can eat the dishes,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,35,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,I associate owl with bad things with think like witchcraft. The last thing I associate it is a satan things just like evil thing just is a witch,if is lands on a roof of my home it means something bad just happen . It shows someone had died or he/she is going to die or someone is intrable or someone got an accident,eat our porege . Eat our clothes. Eat our vegetables. It can make small children cry,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,36,1 prior,not applicable,male,two,rats and mice,yes,in the branches of a tree,1 - not like,yes,two,1 - not afraid,1 - nothing,1 - nothing,yes,I associate an owl with a good birds because it can help you in your house by chasing the rats,I will be happy because if there are rats it will eat them,forgot a plate with food you will find empty . Eat our shoes. They taste everything that is flexible,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,37,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,I sheet. Make people afraid . Like make noise. Make light her eyes if is dark. Owl like witch because like light her eyes if is dark,I think bad thing do at my home. I think family will die. I think can do something at my home,eat our food . Eat our clothes. They eat the young baby. They like make noise everyday,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,38,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,three,2 - very afraid,1 - nothing,1 - nothing,no,I associate an with things of god. I pray of owls will run away. Owls is not good at all owls is a witch. Owl can do everything,eat our clothes. Eat person. Eat our bed. Eat our sofas. Eat our hands. Eat our body. Eat our tear sheirt,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,39,1 prior,not applicable,female,two,rats and mice,yes,in the branches of a tree,3 - like,yes,two,1 - not afraid,1 - nothing,3 - chase the owl away,yes,associate with it make by god and can eat mice and it is naturals and it can teach you technologes,I believe that it will came a bad things or my family will dead,they eat our clothes. Eat our food. Eat our shoes. Eat our bed,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,40,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate owl with bad things like divel. I real don't like the owl is a bad thing such us snake I afraid it last time,I believe owl going eat the mouse and something going to happen to my family,eat our clothes. Eat our food. Eat our shoes . Eat our books,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,41,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,2 - run away,2 - run away,no,I associate and owls with witch owls is not good because we a look . I am go to the home owls is a good witch,go with happy witch I am angry to school to do test witch to do try to like,eat our food. Eat our clothes. Eat our shoes .eat our baby. Eat our socks,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,42,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,2 - very afraid,2 - run away,4 - try and kill the owl,no,I associate an owl with divil worship with my friend I can keep right .i dont like it be cause it can kill me. Is like witch,it is came to witch me and try to kill me or someone at home,eat our food. Eat our self. Eat our juice. Eat our milk/ water/cornflakes,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,43,1 prior,not applicable,male,two,insects,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,1 - nothing,2 - run away,no,I don't believe the owl because he will kill me,I believe bad thing is going to happen he will kill me or my brother,eat our food. Eat my book. Eat our cheese. Eat our fruit,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,44,1 prior,not applicable,male,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,2 - run away,2 - run away,no,I associate and owls with mouth and the you is not good is the eat you mouth and is like a witch and was the is may like may witch,I believe that and runny away you may owl and you like may witch,eat our food. Eat our cheese. Eat our books. Eat our fruit,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,45,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,3 - terrified,1 - nothing,2 - run away,no,I a sheet at satan. I a sheet of noise. I sheet of dare,I a sheet of noise. I a sheet of dare . I a sheet of satan. I a sheet of good,eat our good. They eat our sheet dare. They eat our sheet noise,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,46,1 prior,not applicable,female,one,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,2 - run away,2 - run away,no,I associate and owl with god. I associate and owls with my friend but will it is not good because can frad you like a witch,I believe when can doing something bad. I believe when come someone day at my home. I believe when can do bedthing,they eat our food .eat our clothes. Eat our sun. eat our mouse. Eat our sugar. Eat our book. Eat our t-shet. Eat our hands,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,47,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,1 - nothing,2 - run away,no,I a show sheet a is satan,I believe the is and a witch or good things,eat our cheese. Eat our child. Eat our porrige. Eat our plastic. Eat our cabbege,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,48,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,1 - not afraid,3 - try and kill the owl,4 - try and kill the owl,no,I associate owl with satan. With a bad things. It is not good. It is not good to people. It is not good to the evil. Is a witch,I believe the is and a witch and or good things or good thing it will make you fail,eat our bread. Eat our clothes. Eart our child. Eat our plastic. Eat our cheese. Eat our box.eat our book,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,49,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,1 - not afraid,1 - nothing,3 - chase the owl away,no,I associate an owl with a glove. I associate an owl with my friend .i associate owl with my father. I associate with bad thing,I believe bad thing will come to my home. My little brother would be afraid .i believe many people would come and look at it,eat our clothes. Eat our cheese. Eat our book school. Eat our baby. Eat our mouth,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,50,1 prior,not applicable,female,none,rats and mice,no,on the ground,2 - no feeling,no,none,2 - very afraid,1 - nothing,2 - run away,no,I associate and owls with roots of good of god,it can not witch,eat food. Eat pen. Eat book. Eat clothes. Eat shoes. Eat box. It our baby,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,51,1 prior,not applicable,female,none,insects,no,in a cavity in a tree,1 - not like,yes,none,2 - very afraid,1 - nothing,2 - run away,no,I associate and you owl with a witch,run away,eat our t-shirt. Eat our baby. Eat our shoes. Eat our food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,52,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,I associate and owl witch good,I believe wich the eat,the eat our clothes,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,53,1 prior,not applicable,male,one,rats and mice,no,in a cavity in a tree,2 - no feeling,no,none,1 - not afraid,3 - try and kill the owl,2 - run away,yes,I associate and owls with satan,I believe is a witch,eat our food. Eat our shoes. Eat our cheese. Eat our book,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,54,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,I associate and owl with satan,I believe head witch,"eat clothes, nuts, and food",,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,55,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,2 - run away,4 - try and kill the owl,yes,I associate and owl with god. I associate and owls with my friend but will it is not good because can frad you like a witch,I believe with a rich,eat food. Eat shoes. Eat book,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,56,1 prior,not applicable,male,two,rats and mice,no,in the branches of a tree,1 - not like,no,two,1 - not afraid,1 - nothing,1 - nothing,no,I associate and owl with god. I associate and owls with my friend but will it is not good because can frad you like a witch,I believe rich,the eat clothes,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,57,1 prior,not applicable,male,one,grass,no,in the branches of a tree,1 - not like,no,two,1 - not afraid,1 - nothing,4 - try and kill the owl,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,58,1 prior,not applicable,female,one,rats and mice,no,in the roof of a house,2 - no feeling,no,one,2 - very afraid,2 - run away,2 - run away,no,I associate owls with my mother,I believe the to the associate,eat baby. Eat shoes. Eat clothes,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,59,1 prior,not applicable,female,three,insects,no,in the roof of a house,2 - no feeling,no,four,1 - not afraid,2 - run away,2 - run away,no,I associate owls with gold,I verbs believe,eat our clothes. Eat our baby. Eat pap. Eat shoes,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,60,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,2 - no feeling,no,one,2 - very afraid,2 - run away,2 - run away,no,I associate an owl with satan,I believe that bad with will come to my home,eat clothes. Eat baby. Eat shoes. Eat food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,61,1 prior,not applicable,female,three,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,2 - very afraid,1 - nothing,2 - run away,no,I associate owl with satan. With a bad things. It is not good. It is not good to people. It is not good to the evil. Is a witch,,eat our food. Eat our clothes. Eat our meat. Eat our she,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,62,1 prior,not applicable,female,four,grass,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,2 - run away,2 - run away,no,associate and owls with satan,I can be witch,eat our baby. Eat our clothes. Eat our shoes. Eat our food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,63,1 prior,not applicable,female,four,grass,no,in the branches of a tree,1 - not like,no,two,2 - very afraid,2 - run away,2 - run away,no,associate and owls with satan,I can be witch,eat our baby. Eat our clothes . Eat our shoes. Eat our food,,,,,,,,,,,,,,,,,,,,,,
Thomas Ntshavheni Primary School,Vyeboom,6 and 7,64,1 prior,not applicable,male,none,rats and mice,no,in a cavity in a tree,2 - no feeling,no,none,2 - very afraid,2 - run away,2 - run away,no,I associate owls with bad things. I associate owls with a witch. I associate with a things. I associate owls with satan,I believe bad thing came to my home,eat our food eat our shoes. Eat our book,,,,,,,,,,,,,,,,,,,,,,
